nome,uf,siglaUf
MILAGRES,BAHIA,BA
MIRANGABA,BAHIA,BA
MIRANTE,BAHIA,BA
MONTE SANTO,BAHIA,BA
MORPARÁ,BAHIA,BA
MORRO DO CHAPÉU,BAHIA,BA
MORTUGABA,BAHIA,BA
MUCUGÊ,BAHIA,BA
MUCURI,BAHIA,BA
MULUNGU DO MORRO,BAHIA,BA
MUNDO NOVO,BAHIA,BA
MUNIZ FERREIRA,BAHIA,BA
MUQUÉM DE SÃO FRANCISCO,BAHIA,BA
MURITIBA,BAHIA,BA
MUTUÍPE,BAHIA,BA
NAZARÉ,BAHIA,BA
NILO PEÇANHA,BAHIA,BA
NORDESTINA,BAHIA,BA
NOVA CANAÃ,BAHIA,BA
NOVA FÁTIMA,BAHIA,BA
NOVA IBIÁ,BAHIA,BA
NOVA ITARANA,BAHIA,BA
NOVA REDENÇÃO,BAHIA,BA
NOVA SOURE,BAHIA,BA
NOVA VIÇOSA,BAHIA,BA
NOVO HORIZONTE,BAHIA,BA
NOVO TRIUNFO,BAHIA,BA
OLINDINA,BAHIA,BA
OLIVEIRA DOS BREJINHOS,BAHIA,BA
OURIÇANGAS,BAHIA,BA
OUROLÂNDIA,BAHIA,BA
PALMAS DE MONTE ALTO,BAHIA,BA
PALMEIRAS,BAHIA,BA
PARAMIRIM,BAHIA,BA
PARATINGA,BAHIA,BA
PARIPIRANGA,BAHIA,BA
PAU BRASIL,BAHIA,BA
PAULO AFONSO,BAHIA,BA
PÉ DE SERRA,BAHIA,BA
PEDRÃO,BAHIA,BA
PEDRO ALEXANDRE,BAHIA,BA
PIATÃ,BAHIA,BA
PILÃO ARCADO,BAHIA,BA
PINDAÍ,BAHIA,BA
PINDOBAÇU,BAHIA,BA
PINTADAS,BAHIA,BA
PIRAÍ DO NORTE,BAHIA,BA
PIRIPÁ,BAHIA,BA
PIRITIBA,BAHIA,BA
PLANALTINO,BAHIA,BA
PLANALTO,BAHIA,BA
POÇÕES,BAHIA,BA
POJUCA,BAHIA,BA
PONTO NOVO,BAHIA,BA
PORTO SEGURO,BAHIA,BA
POTIRAGUÁ,BAHIA,BA
PRADO,BAHIA,BA
PRESIDENTE DUTRA,BAHIA,BA
PRESIDENTE JÂNIO QUADROS,BAHIA,BA
PRESIDENTE TANCREDO NEVES,BAHIA,BA
QUEIMADAS,BAHIA,BA
QUIJINGUE,BAHIA,BA
QUIXABEIRA,BAHIA,BA
RAFAEL JAMBEIRO,BAHIA,BA
REMANSO,BAHIA,BA
RETIROLÂNDIA,BAHIA,BA
RIACHÃO DAS NEVES,BAHIA,BA
RIACHÃO DO JACUÍPE,BAHIA,BA
RIACHO DE SANTANA,BAHIA,BA
RIBEIRA DO AMPARO,BAHIA,BA
RIBEIRA DO POMBAL,BAHIA,BA
RIBEIRÃO DO LARGO,BAHIA,BA
RIO DE CONTAS,BAHIA,BA
RIO DO ANTÔNIO,BAHIA,BA
RIO DO PIRES,BAHIA,BA
RIO REAL,BAHIA,BA
RODELAS,BAHIA,BA
RUY BARBOSA,BAHIA,BA
SALINAS DA MARGARIDA,BAHIA,BA
SALVADOR,BAHIA,BA
SANTA BÁRBARA,BAHIA,BA
SANTA BRÍGIDA,BAHIA,BA
SANTA CRUZ CABRÁLIA,BAHIA,BA
SANTA CRUZ DA VITÓRIA,BAHIA,BA
SANTA INÊS,BAHIA,BA
SANTALUZ,BAHIA,BA
SANTA LUZIA,BAHIA,BA
SANTA MARIA DA VITÓRIA,BAHIA,BA
SANTANA,BAHIA,BA
SANTANÓPOLIS,BAHIA,BA
SANTA RITA DE CÁSSIA,BAHIA,BA
SANTA TEREZINHA,BAHIA,BA
SANTO AMARO,BAHIA,BA
SANTO ANTÔNIO DE JESUS,BAHIA,BA
SANTO ESTEVÃO,BAHIA,BA
SÃO DESIDÉRIO,BAHIA,BA
SÃO DOMINGOS,BAHIA,BA
SÃO FÉLIX,BAHIA,BA
SÃO FÉLIX DO CORIBE,BAHIA,BA
SÃO FELIPE,BAHIA,BA
SÃO FRANCISCO DO CONDE,BAHIA,BA
SÃO GABRIEL,BAHIA,BA
SÃO GONÇALO DOS CAMPOS,BAHIA,BA
SÃO JOSÉ DA VITÓRIA,BAHIA,BA
SÃO JOSÉ DO JACUÍPE,BAHIA,BA
SÃO MIGUEL DAS MATAS,BAHIA,BA
SÃO SEBASTIÃO DO PASSE,BAHIA,BA
SAPEAÇU,BAHIA,BA
SÁTIRO DIAS,BAHIA,BA
SAUBARA,BAHIA,BA
SAÚDE,BAHIA,BA
SEABRA,BAHIA,BA
SEBASTIÃO LARANJEIRAS,BAHIA,BA
SENHOR DO BONFIM,BAHIA,BA
SERRA DO RAMALHO,BAHIA,BA
SENTO SÉ,BAHIA,BA
SERRA DOURADA,BAHIA,BA
SERRA PRETA,BAHIA,BA
SERRINHA,BAHIA,BA
SERROLÂNDIA,BAHIA,BA
SIMÕES FILHO,BAHIA,BA
SÍTIO DO MATO,BAHIA,BA
SÍTIO DO QUINTO,BAHIA,BA
SOBRADINHO,BAHIA,BA
SOUTO SOARES,BAHIA,BA
TABOCAS DO BREJO VELHO,BAHIA,BA
TANHAÇU,BAHIA,BA
TANQUE NOVO,BAHIA,BA
TANQUINHO,BAHIA,BA
TAPEROÁ,BAHIA,BA
TAPIRAMUTÁ,BAHIA,BA
TEIXEIRA DE FREITAS,BAHIA,BA
TEODORO SAMPAIO,BAHIA,BA
TEOFILÂNDIA,BAHIA,BA
TEOLÂNDIA,BAHIA,BA
TERRA NOVA,BAHIA,BA
TREMEDAL,BAHIA,BA
TUCANO,BAHIA,BA
UAUÁ,BAHIA,BA
UBAÍRA,BAHIA,BA
UBAITABA,BAHIA,BA
UBATÃ,BAHIA,BA
UIBAÍ,BAHIA,BA
UMBURANAS,BAHIA,BA
UNA,BAHIA,BA
URANDI,BAHIA,BA
URUÇUCA,BAHIA,BA
UTINGA,BAHIA,BA
VALENÇA,BAHIA,BA
VALENTE,BAHIA,BA
VÁRZEA DA ROÇA,BAHIA,BA
VÁRZEA DO POÇO,BAHIA,BA
VÁRZEA NOVA,BAHIA,BA
VARZEDO,BAHIA,BA
VERA CRUZ,BAHIA,BA
VEREDA,BAHIA,BA
VITÓRIA DA CONQUISTA,BAHIA,BA
WAGNER,BAHIA,BA
WANDERLEY,BAHIA,BA
WENCESLAU GUIMARÃES,BAHIA,BA
XIQUE-XIQUE,BAHIA,BA
ABADIA DOS DOURADOS,MINAS GERAIS,MG
ABAETÉ,MINAS GERAIS,MG
ABRE CAMPO,MINAS GERAIS,MG
ACAIACA,MINAS GERAIS,MG
AÇUCENA,MINAS GERAIS,MG
ÁGUA BOA,MINAS GERAIS,MG
ÁGUA COMPRIDA,MINAS GERAIS,MG
AGUANIL,MINAS GERAIS,MG
ÁGUAS FORMOSAS,MINAS GERAIS,MG
ÁGUAS VERMELHAS,MINAS GERAIS,MG
AIMORÉS,MINAS GERAIS,MG
AIURUOCA,MINAS GERAIS,MG
ALAGOA,MINAS GERAIS,MG
ALBERTINA,MINAS GERAIS,MG
ALÉM PARAÍBA,MINAS GERAIS,MG
ALFENAS,MINAS GERAIS,MG
ALFREDO VASCONCELOS,MINAS GERAIS,MG
ALMENARA,MINAS GERAIS,MG
ALPERCATA,MINAS GERAIS,MG
ALPINÓPOLIS,MINAS GERAIS,MG
ALTEROSA,MINAS GERAIS,MG
ALTO CAPARAÓ,MINAS GERAIS,MG
ALTO RIO DOCE,MINAS GERAIS,MG
ALVARENGA,MINAS GERAIS,MG
ALVINÓPOLIS,MINAS GERAIS,MG
ALVORADA DE MINAS,MINAS GERAIS,MG
AMPARO DA SERRA,MINAS GERAIS,MG
ANDRADAS,MINAS GERAIS,MG
CACHOEIRA DE PAJEÚ,MINAS GERAIS,MG
ANDRELÂNDIA,MINAS GERAIS,MG
ANGELÂNDIA,MINAS GERAIS,MG
ANTÔNIO CARLOS,MINAS GERAIS,MG
ANTÔNIO DIAS,MINAS GERAIS,MG
ANTÔNIO PRADO DE MINAS,MINAS GERAIS,MG
ARAÇAÍ,MINAS GERAIS,MG
ARACITABA,MINAS GERAIS,MG
ARAÇUAÍ,MINAS GERAIS,MG
ARAGUARI,MINAS GERAIS,MG
ARANTINA,MINAS GERAIS,MG
ARAPONGA,MINAS GERAIS,MG
ARAPORÃ,MINAS GERAIS,MG
ARAPUÁ,MINAS GERAIS,MG
ARAÚJOS,MINAS GERAIS,MG
ARAXÁ,MINAS GERAIS,MG
ARCEBURGO,MINAS GERAIS,MG
ARCOS,MINAS GERAIS,MG
AREADO,MINAS GERAIS,MG
ARGIRITA,MINAS GERAIS,MG
ARICANDUVA,MINAS GERAIS,MG
ARINOS,MINAS GERAIS,MG
ASTOLFO DUTRA,MINAS GERAIS,MG
ATALÉIA,MINAS GERAIS,MG
AUGUSTO DE LIMA,MINAS GERAIS,MG
BAEPENDI,MINAS GERAIS,MG
BALDIM,MINAS GERAIS,MG
BAMBUÍ,MINAS GERAIS,MG
BANDEIRA,MINAS GERAIS,MG
BANDEIRA DO SUL,MINAS GERAIS,MG
BARÃO DE COCAIS,MINAS GERAIS,MG
BARÃO DE MONTE ALTO,MINAS GERAIS,MG
BARBACENA,MINAS GERAIS,MG
BARRA LONGA,MINAS GERAIS,MG
BARROSO,MINAS GERAIS,MG
BELA VISTA DE MINAS,MINAS GERAIS,MG
BELMIRO BRAGA,MINAS GERAIS,MG
BELO HORIZONTE,MINAS GERAIS,MG
BELO ORIENTE,MINAS GERAIS,MG
BELO VALE,MINAS GERAIS,MG
BERILO,MINAS GERAIS,MG
BERTÓPOLIS,MINAS GERAIS,MG
BERIZAL,MINAS GERAIS,MG
BETIM,MINAS GERAIS,MG
BIAS FORTES,MINAS GERAIS,MG
BICAS,MINAS GERAIS,MG
BIQUINHAS,MINAS GERAIS,MG
BOA ESPERANÇA,MINAS GERAIS,MG
BOCAINA DE MINAS,MINAS GERAIS,MG
BOCAIÚVA,MINAS GERAIS,MG
BOM DESPACHO,MINAS GERAIS,MG
BOM JARDIM DE MINAS,MINAS GERAIS,MG
BOM JESUS DA PENHA,MINAS GERAIS,MG
BOM JESUS DO AMPARO,MINAS GERAIS,MG
BOM JESUS DO GALHO,MINAS GERAIS,MG
BOM REPOUSO,MINAS GERAIS,MG
BOM SUCESSO,MINAS GERAIS,MG
BONFIM,MINAS GERAIS,MG
BONFINÓPOLIS DE MINAS,MINAS GERAIS,MG
BONITO DE MINAS,MINAS GERAIS,MG
BORDA DA MATA,MINAS GERAIS,MG
BOTELHOS,MINAS GERAIS,MG
BOTUMIRIM,MINAS GERAIS,MG
BRASILÂNDIA DE MINAS,MINAS GERAIS,MG
BRASÍLIA DE MINAS,MINAS GERAIS,MG
BRÁS PIRES,MINAS GERAIS,MG
BRAÚNAS,MINAS GERAIS,MG
BRASÓPOLIS,MINAS GERAIS,MG
BRUMADINHO,MINAS GERAIS,MG
BUENO BRANDÃO,MINAS GERAIS,MG
BUENÓPOLIS,MINAS GERAIS,MG
BUGRE,MINAS GERAIS,MG
BURITIS,MINAS GERAIS,MG
BURITIZEIRO,MINAS GERAIS,MG
CABECEIRA GRANDE,MINAS GERAIS,MG
CABO VERDE,MINAS GERAIS,MG
CACHOEIRA DA PRATA,MINAS GERAIS,MG
CACHOEIRA DE MINAS,MINAS GERAIS,MG
CACHOEIRA DOURADA,MINAS GERAIS,MG
CAETANÓPOLIS,MINAS GERAIS,MG
CAETÉ,MINAS GERAIS,MG
CAIANA,MINAS GERAIS,MG
CAJURI,MINAS GERAIS,MG
CALDAS,MINAS GERAIS,MG
CAMACHO,MINAS GERAIS,MG
CAMANDUCAIA,MINAS GERAIS,MG
CAMBUÍ,MINAS GERAIS,MG
CAMBUQUIRA,MINAS GERAIS,MG
CAMPANÁRIO,MINAS GERAIS,MG
CAMPANHA,MINAS GERAIS,MG
CAMPESTRE,MINAS GERAIS,MG
CAMPINA VERDE,MINAS GERAIS,MG
CAMPO AZUL,MINAS GERAIS,MG
CAMPO BELO,MINAS GERAIS,MG
CAMPO DO MEIO,MINAS GERAIS,MG
CAMPO FLORIDO,MINAS GERAIS,MG
CAMPOS ALTOS,MINAS GERAIS,MG
CAMPOS GERAIS,MINAS GERAIS,MG
CANAÃ,MINAS GERAIS,MG
CANÁPOLIS,MINAS GERAIS,MG
CANA VERDE,MINAS GERAIS,MG
CANDEIAS,MINAS GERAIS,MG
CANTAGALO,MINAS GERAIS,MG
CAPARAÓ,MINAS GERAIS,MG
CAPELA NOVA,MINAS GERAIS,MG
CAPELINHA,MINAS GERAIS,MG
CAPETINGA,MINAS GERAIS,MG
CAPIM BRANCO,MINAS GERAIS,MG
CAPINÓPOLIS,MINAS GERAIS,MG
CAPITÃO ANDRADE,MINAS GERAIS,MG
CAPITÃO ENÉAS,MINAS GERAIS,MG
CAPITÓLIO,MINAS GERAIS,MG
CAPUTIRA,MINAS GERAIS,MG
CARAÍ,MINAS GERAIS,MG
CARANAÍBA,MINAS GERAIS,MG
CARANDAÍ,MINAS GERAIS,MG
CARANGOLA,MINAS GERAIS,MG
CARATINGA,MINAS GERAIS,MG
CARBONITA,MINAS GERAIS,MG
CAREAÇU,MINAS GERAIS,MG
CARLOS CHAGAS,MINAS GERAIS,MG
CARMÉSIA,MINAS GERAIS,MG
CARMO DA CACHOEIRA,MINAS GERAIS,MG
CARMO DA MATA,MINAS GERAIS,MG
CARMO DE MINAS,MINAS GERAIS,MG
CARMO DO CAJURU,MINAS GERAIS,MG
CARMO DO PARANAÍBA,MINAS GERAIS,MG
CARMO DO RIO CLARO,MINAS GERAIS,MG
CARMÓPOLIS DE MINAS,MINAS GERAIS,MG
CARNEIRINHO,MINAS GERAIS,MG
CARRANCAS,MINAS GERAIS,MG
CARVALHÓPOLIS,MINAS GERAIS,MG
CARVALHOS,MINAS GERAIS,MG
CASA GRANDE,MINAS GERAIS,MG
CASCALHO RICO,MINAS GERAIS,MG
CÁSSIA,MINAS GERAIS,MG
CONCEIÇÃO DA BARRA DE MINAS,MINAS GERAIS,MG
CATAGUASES,MINAS GERAIS,MG
CATAS ALTAS,MINAS GERAIS,MG
CATAS ALTAS DA NORUEGA,MINAS GERAIS,MG
CATUJI,MINAS GERAIS,MG
CATUTI,MINAS GERAIS,MG
CAXAMBU,MINAS GERAIS,MG
CEDRO DO ABAETÉ,MINAS GERAIS,MG
CENTRAL DE MINAS,MINAS GERAIS,MG
CENTRALINA,MINAS GERAIS,MG
CHÁCARA,MINAS GERAIS,MG
CHALÉ,MINAS GERAIS,MG
CHAPADA DO NORTE,MINAS GERAIS,MG
CHAPADA GAÚCHA,MINAS GERAIS,MG
CHIADOR,MINAS GERAIS,MG
CIPOTÂNEA,MINAS GERAIS,MG
CLARAVAL,MINAS GERAIS,MG
CLARO DOS POÇÕES,MINAS GERAIS,MG
CLÁUDIO,MINAS GERAIS,MG
COIMBRA,MINAS GERAIS,MG
COLUNA,MINAS GERAIS,MG
COMENDADOR GOMES,MINAS GERAIS,MG
COMERCINHO,MINAS GERAIS,MG
CONCEIÇÃO DA APARECIDA,MINAS GERAIS,MG
CONCEIÇÃO DAS PEDRAS,MINAS GERAIS,MG
CONCEIÇÃO DAS ALAGOAS,MINAS GERAIS,MG
CONCEIÇÃO DE IPANEMA,MINAS GERAIS,MG
CONCEIÇÃO DO MATO DENTRO,MINAS GERAIS,MG
CONCEIÇÃO DO PARÁ,MINAS GERAIS,MG
CONCEIÇÃO DO RIO VERDE,MINAS GERAIS,MG
CONCEIÇÃO DOS OUROS,MINAS GERAIS,MG
CÔNEGO MARINHO,MINAS GERAIS,MG
CONFINS,MINAS GERAIS,MG
CONGONHAL,MINAS GERAIS,MG
CONGONHAS,MINAS GERAIS,MG
CONGONHAS DO NORTE,MINAS GERAIS,MG
CONQUISTA,MINAS GERAIS,MG
CONSELHEIRO LAFAIETE,MINAS GERAIS,MG
CONSELHEIRO PENA,MINAS GERAIS,MG
CONSOLAÇÃO,MINAS GERAIS,MG
CONTAGEM,MINAS GERAIS,MG
COQUEIRAL,MINAS GERAIS,MG
CORAÇÃO DE JESUS,MINAS GERAIS,MG
CORDISBURGO,MINAS GERAIS,MG
CORDISLÂNDIA,MINAS GERAIS,MG
CORINTO,MINAS GERAIS,MG
COROACI,MINAS GERAIS,MG
COROMANDEL,MINAS GERAIS,MG
CORONEL FABRICIANO,MINAS GERAIS,MG
CORONEL MURTA,MINAS GERAIS,MG
CORONEL PACHECO,MINAS GERAIS,MG
CORONEL XAVIER CHAVES,MINAS GERAIS,MG
CÓRREGO DANTA,MINAS GERAIS,MG
CÓRREGO DO BOM JESUS,MINAS GERAIS,MG
CÓRREGO FUNDO,MINAS GERAIS,MG
CÓRREGO NOVO,MINAS GERAIS,MG
COUTO DE MAGALHÃES DE MINAS,MINAS GERAIS,MG
CRISÓLITA,MINAS GERAIS,MG
CRISTAIS,MINAS GERAIS,MG
CRISTÁLIA,MINAS GERAIS,MG
CRISTIANO OTONI,MINAS GERAIS,MG
CRISTINA,MINAS GERAIS,MG
CRUCILÂNDIA,MINAS GERAIS,MG
CRUZEIRO DA FORTALEZA,MINAS GERAIS,MG
CRUZÍLIA,MINAS GERAIS,MG
CUPARAQUE,MINAS GERAIS,MG
CURRAL DE DENTRO,MINAS GERAIS,MG
CURVELO,MINAS GERAIS,MG
DATAS,MINAS GERAIS,MG
DELFIM MOREIRA,MINAS GERAIS,MG
DELFINÓPOLIS,MINAS GERAIS,MG
DELTA,MINAS GERAIS,MG
DESCOBERTO,MINAS GERAIS,MG
DESTERRO DE ENTRE RIOS,MINAS GERAIS,MG
DESTERRO DO MELO,MINAS GERAIS,MG
DIAMANTINA,MINAS GERAIS,MG
DIOGO DE VASCONCELOS,MINAS GERAIS,MG
DIONÍSIO,MINAS GERAIS,MG
DIVINÉSIA,MINAS GERAIS,MG
DIVINO,MINAS GERAIS,MG
DIVINO DAS LARANJEIRAS,MINAS GERAIS,MG
DIVINOLÂNDIA DE MINAS,MINAS GERAIS,MG
DIVINÓPOLIS,MINAS GERAIS,MG
DIVISA ALEGRE,MINAS GERAIS,MG
DIVISA NOVA,MINAS GERAIS,MG
DIVISÓPOLIS,MINAS GERAIS,MG
DOM BOSCO,MINAS GERAIS,MG
DOM CAVATI,MINAS GERAIS,MG
DOM JOAQUIM,MINAS GERAIS,MG
DOM SILVÉRIO,MINAS GERAIS,MG
DOM VIÇOSO,MINAS GERAIS,MG
DONA EUZÉBIA,MINAS GERAIS,MG
DORES DE CAMPOS,MINAS GERAIS,MG
DORES DE GUANHÃES,MINAS GERAIS,MG
DORES DO INDAIÁ,MINAS GERAIS,MG
DORES DO TURVO,MINAS GERAIS,MG
DORESÓPOLIS,MINAS GERAIS,MG
DOURADOQUARA,MINAS GERAIS,MG
DURANDÉ,MINAS GERAIS,MG
ELÓI MENDES,MINAS GERAIS,MG
ENGENHEIRO CALDAS,MINAS GERAIS,MG
ENGENHEIRO NAVARRO,MINAS GERAIS,MG
ENTRE FOLHAS,MINAS GERAIS,MG
ENTRE RIOS DE MINAS,MINAS GERAIS,MG
ERVÁLIA,MINAS GERAIS,MG
ESMERALDAS,MINAS GERAIS,MG
ESPERA FELIZ,MINAS GERAIS,MG
ESPINOSA,MINAS GERAIS,MG
ESPÍRITO SANTO DO DOURADO,MINAS GERAIS,MG
ESTIVA,MINAS GERAIS,MG
ESTRELA DALVA,MINAS GERAIS,MG
ESTRELA DO INDAIÁ,MINAS GERAIS,MG
ESTRELA DO SUL,MINAS GERAIS,MG
EUGENÓPOLIS,MINAS GERAIS,MG
EWBANK DA CÂMARA,MINAS GERAIS,MG
EXTREMA,MINAS GERAIS,MG
FAMA,MINAS GERAIS,MG
FARIA LEMOS,MINAS GERAIS,MG
FELÍCIO DOS SANTOS,MINAS GERAIS,MG
SÃO GONÇALO DO RIO PRETO,MINAS GERAIS,MG
FELISBURGO,MINAS GERAIS,MG
FELIXLÂNDIA,MINAS GERAIS,MG
FERNANDES TOURINHO,MINAS GERAIS,MG
FERROS,MINAS GERAIS,MG
FERVEDOURO,MINAS GERAIS,MG
FLORESTAL,MINAS GERAIS,MG
FORMIGA,MINAS GERAIS,MG
FORMOSO,MINAS GERAIS,MG
FORTALEZA DE MINAS,MINAS GERAIS,MG
FORTUNA DE MINAS,MINAS GERAIS,MG
FRANCISCO BADARÓ,MINAS GERAIS,MG
FRANCISCO DUMONT,MINAS GERAIS,MG
FRANCISCO SÁ,MINAS GERAIS,MG
FRANCISCÓPOLIS,MINAS GERAIS,MG
FREI GASPAR,MINAS GERAIS,MG
FREI INOCÊNCIO,MINAS GERAIS,MG
FREI LAGONEGRO,MINAS GERAIS,MG
FRONTEIRA,MINAS GERAIS,MG
FRONTEIRA DOS VALES,MINAS GERAIS,MG
FRUTA DE LEITE,MINAS GERAIS,MG
FRUTAL,MINAS GERAIS,MG
FUNILÂNDIA,MINAS GERAIS,MG
GALILÉIA,MINAS GERAIS,MG
GAMELEIRAS,MINAS GERAIS,MG
GLAUCILÂNDIA,MINAS GERAIS,MG
GOIABEIRA,MINAS GERAIS,MG
GOIANÁ,MINAS GERAIS,MG
GONÇALVES,MINAS GERAIS,MG
GONZAGA,MINAS GERAIS,MG
GOUVEIA,MINAS GERAIS,MG
GOVERNADOR VALADARES,MINAS GERAIS,MG
GRÃO MOGOL,MINAS GERAIS,MG
GRUPIARA,MINAS GERAIS,MG
GUANHÃES,MINAS GERAIS,MG
GUAPÉ,MINAS GERAIS,MG
GUARACIABA,MINAS GERAIS,MG
GUARACIAMA,MINAS GERAIS,MG
GUARANÉSIA,MINAS GERAIS,MG
GUARANI,MINAS GERAIS,MG
GUARARÁ,MINAS GERAIS,MG
GUARDA-MOR,MINAS GERAIS,MG
GUAXUPÉ,MINAS GERAIS,MG
GUIDOVAL,MINAS GERAIS,MG
GUIMARÂNIA,MINAS GERAIS,MG
GUIRICEMA,MINAS GERAIS,MG
GURINHATÃ,MINAS GERAIS,MG
HELIODORA,MINAS GERAIS,MG
IAPU,MINAS GERAIS,MG
IBERTIOGA,MINAS GERAIS,MG
IBIÁ,MINAS GERAIS,MG
IBIAÍ,MINAS GERAIS,MG
IBIRACATU,MINAS GERAIS,MG
IBIRACI,MINAS GERAIS,MG
IBIRITÉ,MINAS GERAIS,MG
IBITIÚRA DE MINAS,MINAS GERAIS,MG
IBITURUNA,MINAS GERAIS,MG
ICARAÍ DE MINAS,MINAS GERAIS,MG
IGARAPÉ,MINAS GERAIS,MG
IGARATINGA,MINAS GERAIS,MG
IGUATAMA,MINAS GERAIS,MG
IJACI,MINAS GERAIS,MG
ILICÍNEA,MINAS GERAIS,MG
IMBÉ DE MINAS,MINAS GERAIS,MG
INCONFIDENTES,MINAS GERAIS,MG
INDAIABIRA,MINAS GERAIS,MG
INDIANÓPOLIS,MINAS GERAIS,MG
INGAÍ,MINAS GERAIS,MG
INHAPIM,MINAS GERAIS,MG
INHAÚMA,MINAS GERAIS,MG
INIMUTABA,MINAS GERAIS,MG
IPABA,MINAS GERAIS,MG
IPANEMA,MINAS GERAIS,MG
IPATINGA,MINAS GERAIS,MG
IPIAÇU,MINAS GERAIS,MG
IPUIÚNA,MINAS GERAIS,MG
IRAÍ DE MINAS,MINAS GERAIS,MG
ITABIRA,MINAS GERAIS,MG
ITABIRINHA,MINAS GERAIS,MG
ITABIRITO,MINAS GERAIS,MG
ITACAMBIRA,MINAS GERAIS,MG
ITACARAMBI,MINAS GERAIS,MG
ITAGUARA,MINAS GERAIS,MG
ITAIPÉ,MINAS GERAIS,MG
ITAJUBÁ,MINAS GERAIS,MG
ITAMARANDIBA,MINAS GERAIS,MG
ITAMARATI DE MINAS,MINAS GERAIS,MG
ITAMBACURI,MINAS GERAIS,MG
ITAMBÉ DO MATO DENTRO,MINAS GERAIS,MG
ITAMOGI,MINAS GERAIS,MG
ITAMONTE,MINAS GERAIS,MG
ITANHANDU,MINAS GERAIS,MG
ITANHOMI,MINAS GERAIS,MG
ITAOBIM,MINAS GERAIS,MG
ITAPAGIPE,MINAS GERAIS,MG
ITAPECERICA,MINAS GERAIS,MG
ITAPEVA,MINAS GERAIS,MG
ITATIAIUÇU,MINAS GERAIS,MG
ITAÚ DE MINAS,MINAS GERAIS,MG
ITAÚNA,MINAS GERAIS,MG
ITAVERAVA,MINAS GERAIS,MG
ITINGA,MINAS GERAIS,MG
ITUETA,MINAS GERAIS,MG
ITUIUTABA,MINAS GERAIS,MG
ITUMIRIM,MINAS GERAIS,MG
ITURAMA,MINAS GERAIS,MG
ITUTINGA,MINAS GERAIS,MG
JABOTICATUBAS,MINAS GERAIS,MG
JACINTO,MINAS GERAIS,MG
JACUÍ,MINAS GERAIS,MG
JACUTINGA,MINAS GERAIS,MG
JAGUARAÇU,MINAS GERAIS,MG
JAÍBA,MINAS GERAIS,MG
JAMPRUCA,MINAS GERAIS,MG
JANAÚBA,MINAS GERAIS,MG
JANUÁRIA,MINAS GERAIS,MG
JAPARAÍBA,MINAS GERAIS,MG
JAPONVAR,MINAS GERAIS,MG
JECEABA,MINAS GERAIS,MG
JENIPAPO DE MINAS,MINAS GERAIS,MG
JEQUERI,MINAS GERAIS,MG
JEQUITAÍ,MINAS GERAIS,MG
JEQUITIBÁ,MINAS GERAIS,MG
JEQUITINHONHA,MINAS GERAIS,MG
JESUÂNIA,MINAS GERAIS,MG
JOAÍMA,MINAS GERAIS,MG
JOANÉSIA,MINAS GERAIS,MG
JOÃO MONLEVADE,MINAS GERAIS,MG
JOÃO PINHEIRO,MINAS GERAIS,MG
JOAQUIM FELÍCIO,MINAS GERAIS,MG
JORDÂNIA,MINAS GERAIS,MG
JOSÉ GONÇALVES DE MINAS,MINAS GERAIS,MG
JOSÉ RAYDAN,MINAS GERAIS,MG
JOSENÓPOLIS,MINAS GERAIS,MG
NOVA UNIÃO,MINAS GERAIS,MG
JUATUBA,MINAS GERAIS,MG
JUIZ DE FORA,MINAS GERAIS,MG
JURAMENTO,MINAS GERAIS,MG
JURUAIA,MINAS GERAIS,MG
JUVENÍLIA,MINAS GERAIS,MG
LADAINHA,MINAS GERAIS,MG
LAGAMAR,MINAS GERAIS,MG
LAGOA DA PRATA,MINAS GERAIS,MG
LAGOA DOS PATOS,MINAS GERAIS,MG
LAGOA DOURADA,MINAS GERAIS,MG
LAGOA FORMOSA,MINAS GERAIS,MG
LAGOA GRANDE,MINAS GERAIS,MG
LAGOA SANTA,MINAS GERAIS,MG
LAJINHA,MINAS GERAIS,MG
LAMBARI,MINAS GERAIS,MG
LAMIM,MINAS GERAIS,MG
LARANJAL,MINAS GERAIS,MG
LASSANCE,MINAS GERAIS,MG
LAVRAS,MINAS GERAIS,MG
LEANDRO FERREIRA,MINAS GERAIS,MG
LEME DO PRADO,MINAS GERAIS,MG
LEOPOLDINA,MINAS GERAIS,MG
LIBERDADE,MINAS GERAIS,MG
LIMA DUARTE,MINAS GERAIS,MG
LIMEIRA DO OESTE,MINAS GERAIS,MG
LONTRA,MINAS GERAIS,MG
LUISBURGO,MINAS GERAIS,MG
LUISLÂNDIA,MINAS GERAIS,MG
LUMINÁRIAS,MINAS GERAIS,MG
LUZ,MINAS GERAIS,MG
MACHACALIS,MINAS GERAIS,MG
MACHADO,MINAS GERAIS,MG
MADRE DE DEUS DE MINAS,MINAS GERAIS,MG
MALACACHETA,MINAS GERAIS,MG
MAMONAS,MINAS GERAIS,MG
MANGA,MINAS GERAIS,MG
MANHUAÇU,MINAS GERAIS,MG
MANHUMIRIM,MINAS GERAIS,MG
MANTENA,MINAS GERAIS,MG
MARAVILHAS,MINAS GERAIS,MG
MAR DE ESPANHA,MINAS GERAIS,MG
MARIA DA FÉ,MINAS GERAIS,MG
MARIANA,MINAS GERAIS,MG
MARILAC,MINAS GERAIS,MG
